A000000134,CATTLE,F000000002,01/01/1995,ON
A000000135,CATTLE,F000000002,01/01/1995,ON
A000000136,CATTLE,F000000002,01/01/1995,ON
A000000137,CATTLE,F000000002,01/01/1995,ON
A000000138,CATTLE,F000000002,01/01/1995,ON
A000000139,CATTLE,F000000002,01/01/1995,ON
A000000140,CATTLE,F000000002,01/01/1995,ON
A000000141,CATTLE,F000000002,01/01/1995,ON
A000000142,CATTLE,F000000002,01/01/1995,ON
A000000143,CATTLE,F000000002,01/01/1995,ON
A000000144,CATTLE,F000000002,01/01/1995,ON
A000000145,CATTLE,F000000002,01/01/1995,ON
A000000146,CATTLE,F000000002,01/01/1995,ON
A000000147,CATTLE,F000000002,01/01/1995,ON
A000000148,CATTLE,F000000002,01/01/1995,ON
A000000149,CATTLE,F000000002,01/01/1995,ON
A000000150,CATTLE,F000000002,01/01/1995,ON
A000000151,CATTLE,F000000002,01/01/1995,ON
A000000152,CATTLE,F000000002,01/01/1995,ON
A000000153,CATTLE,F000000002,01/01/1995,ON
A000000154,CATTLE,F000000002,01/01/1995,ON
A000000155,CATTLE,F000000002,01/01/1995,ON
A000000156,CATTLE,F000000002,01/01/1995,ON
A000000157,CATTLE,F000000002,01/01/1995,ON
A000000158,CATTLE,F000000002,01/01/1995,ON
A000000159,CATTLE,F000000002,01/01/1995,ON
A000000160,CATTLE,F000000002,01/01/1995,ON
A000000161,CATTLE,F000000002,01/01/1995,ON
A000000162,CATTLE,F000000002,01/01/1995,ON
A000000163,CATTLE,F000000002,01/01/1995,ON
A000000164,CATTLE,F000000002,01/01/1995,ON
A000000165,CATTLE,F000000002,01/01/1995,ON
A000000166,CATTLE,F000000002,01/01/1995,ON
A000000167,CATTLE,F000000002,01/01/1995,ON
A000000168,CATTLE,F000000002,01/01/1995,ON
A000000169,CATTLE,F000000002,01/01/1995,ON
A000000170,CATTLE,F000000002,01/01/1995,ON
A000000171,CATTLE,F000000002,01/01/1995,ON
A000000172,CATTLE,F000000002,01/01/1995,ON
A000000173,CATTLE,F000000002,01/01/1995,ON
A000000174,CATTLE,F000000002,01/01/1995,ON
A000000175,CATTLE,F000000002,01/01/1995,ON
A000000176,CATTLE,F000000002,01/01/1995,ON
A000000177,CATTLE,F000000002,01/01/1995,ON
A000000178,CATTLE,F000000002,01/01/1995,ON
A000000179,CATTLE,F000000002,01/01/1995,ON
A000000180,CATTLE,F000000002,01/01/1995,ON
A000000181,CATTLE,F000000002,01/01/1995,ON
A000000182,CATTLE,F000000002,01/01/1995,ON
A000000183,CATTLE,F000000002,01/01/1995,ON
A000000184,CATTLE,F000000002,01/01/1995,ON
A000000185,CATTLE,F000000002,01/01/1995,ON
A000000186,CATTLE,F000000002,01/01/1995,ON
A000000187,CATTLE,F000000002,01/01/1995,ON
A000000188,CATTLE,F000000002,01/01/1995,ON
A000000189,CATTLE,F000000002,01/01/1995,ON
A000000190,CATTLE,F000000002,01/01/1995,ON
A000000191,CATTLE,F000000002,01/01/1995,ON
A000000192,CATTLE,F000000002,01/01/1995,ON
A000000193,CATTLE,F000000002,01/01/1995,ON
A000000194,CATTLE,F000000002,01/01/1995,ON
A000000195,CATTLE,F000000002,01/01/1995,ON
A000000196,CATTLE,F000000002,01/01/1995,ON
A000000197,CATTLE,F000000002,01/01/1995,ON
A000000198,CATTLE,F000000002,01/01/1995,ON
A000000199,CATTLE,F000000002,01/01/1995,ON
A000000200,CATTLE,F000000002,01/01/1995,ON
A000000201,CATTLE,F000000003,01/01/1995,ON
A000000202,CATTLE,F000000003,01/01/1995,ON
A000000203,CATTLE,F000000003,01/01/1995,ON
A000000204,CATTLE,F000000003,01/01/1995,ON
A000000205,CATTLE,F000000003,01/01/1995,ON
A000000206,CATTLE,F000000003,01/01/1995,ON
A000000207,CATTLE,F000000003,01/01/1995,ON
A000000208,CATTLE,F000000003,01/01/1995,ON
A000000209,CATTLE,F000000003,01/01/1995,ON
A000000210,CATTLE,F000000003,01/01/1995,ON
A000000211,CATTLE,F000000003,01/01/1995,ON
A000000212,CATTLE,F000000003,01/01/1995,ON
A000000213,CATTLE,F000000003,01/01/1995,ON
A000000214,CATTLE,F000000003,01/01/1995,ON
A000000215,CATTLE,F000000003,01/01/1995,ON
A000000216,CATTLE,F000000003,01/01/1995,ON
A000000217,CATTLE,F000000003,01/01/1995,ON
A000000218,CATTLE,F000000003,01/01/1995,ON
A000000219,CATTLE,F000000003,01/01/1995,ON
A000000220,CATTLE,F000000003,01/01/1995,ON
A000000221,CATTLE,F000000003,01/01/1995,ON
A000000222,CATTLE,F000000003,01/01/1995,ON
A000000223,CATTLE,F000000003,01/01/1995,ON
A000000224,CATTLE,F000000003,01/01/1995,ON
A000000225,CATTLE,F000000003,01/01/1995,ON
A000000226,CATTLE,F000000003,01/01/1995,ON
A000000227,CATTLE,F000000003,01/01/1995,ON
A000000228,CATTLE,F000000003,01/01/1995,ON
A000000229,CATTLE,F000000003,01/01/1995,ON
A000000230,CATTLE,F000000003,01/01/1995,ON
A000000231,CATTLE,F000000003,01/01/1995,ON
A000000232,CATTLE,F000000003,01/01/1995,ON
A000000233,CATTLE,F000000003,01/01/1995,ON
A000000234,CATTLE,F000000003,01/01/1995,ON
A000000235,CATTLE,F000000003,01/01/1995,ON
A000000236,CATTLE,F000000003,01/01/1995,ON
A000000237,CATTLE,F000000003,01/01/1995,ON
A000000238,CATTLE,F000000003,01/01/1995,ON
A000000239,CATTLE,F000000003,01/01/1995,ON
A000000240,CATTLE,F000000003,01/01/1995,ON
A000000241,CATTLE,F000000003,01/01/1995,ON
A000000242,CATTLE,F000000003,01/01/1995,ON
A000000243,CATTLE,F000000003,01/01/1995,ON
A000000244,CATTLE,F000000003,01/01/1995,ON
A000000245,CATTLE,F000000003,01/01/1995,ON
A000000246,CATTLE,F000000003,01/01/1995,ON
A000000247,CATTLE,F000000003,01/01/1995,ON
A000000248,CATTLE,F000000003,01/01/1995,ON
A000000249,CATTLE,F000000003,01/01/1995,ON
A000000250,CATTLE,F000000003,01/01/1995,ON
A000000251,CATTLE,F000000003,01/01/1995,ON
A000000252,CATTLE,F000000003,01/01/1995,ON
A000000253,CATTLE,F000000003,01/01/1995,ON
A000000254,CATTLE,F000000003,01/01/1995,ON
A000000255,CATTLE,F000000003,01/01/1995,ON
A000000256,CATTLE,F000000003,01/01/1995,ON
A000000257,CATTLE,F000000003,01/01/1995,ON
A000000258,CATTLE,F000000003,01/01/1995,ON
A000000259,CATTLE,F000000003,01/01/1995,ON
A000000260,CATTLE,F000000003,01/01/1995,ON
A000000261,CATTLE,F000000003,01/01/1995,ON
A000000262,CATTLE,F000000003,01/01/1995,ON
A000000263,CATTLE,F000000003,01/01/1995,ON
A000000264,CATTLE,F000000003,01/01/1995,ON
A000000265,CATTLE,F000000003,01/01/1995,ON
A000000266,CATTLE,F000000003,01/01/1995,ON
A000000267,CATTLE,F000000003,01/01/1995,ON
A000000268,CATTLE,F000000003,01/01/1995,ON
A000000269,CATTLE,F000000003,01/01/1995,ON
A000000270,CATTLE,F000000003,01/01/1995,ON
A000000271,CATTLE,F000000003,01/01/1995,ON
A000000272,CATTLE,F000000003,01/01/1995,ON
A000000273,CATTLE,F000000003,01/01/1995,ON
A000000274,CATTLE,F000000003,01/01/1995,ON
A000000275,CATTLE,F000000003,01/01/1995,ON
A000000276,CATTLE,F000000003,01/01/1995,ON
A000000277,CATTLE,F000000003,01/01/1995,ON
A000000278,CATTLE,F000000003,01/01/1995,ON
A000000279,CATTLE,F000000003,01/01/1995,ON
A000000280,CATTLE,F000000003,01/01/1995,ON
A000000281,CATTLE,F000000003,01/01/1995,ON
A000000282,CATTLE,F000000003,01/01/1995,ON
A000000283,CATTLE,F000000003,01/01/1995,ON
A000000284,CATTLE,F000000003,01/01/1995,ON
A000000285,CATTLE,F000000003,01/01/1995,ON
A000000286,CATTLE,F000000003,01/01/1995,ON
A000000287,CATTLE,F000000003,01/01/1995,ON
A000000288,CATTLE,F000000003,01/01/1995,ON
A000000289,CATTLE,F000000003,01/01/1995,ON
A000000290,CATTLE,F000000003,01/01/1995,ON
A000000291,CATTLE,F000000003,01/01/1995,ON
A000000292,CATTLE,F000000003,01/01/1995,ON
A000000293,CATTLE,F000000003,01/01/1995,ON
A000000294,CATTLE,F000000003,01/01/1995,ON
A000000295,CATTLE,F000000003,01/01/1995,ON
A000000296,CATTLE,F000000003,01/01/1995,ON
A000000297,CATTLE,F000000003,01/01/1995,ON
A000000298,CATTLE,F000000003,01/01/1995,ON
A000000299,CATTLE,F000000003,01/01/1995,ON
A000000300,CATTLE,F000000003,01/01/1995,ON
A000000301,CATTLE,F000000004,01/01/1995,ON
A000000302,CATTLE,F000000004,01/01/1995,ON
A000000303,CATTLE,F000000004,01/01/1995,ON
A000000304,CATTLE,F000000004,01/01/1995,ON
A000000305,CATTLE,F000000004,01/01/1995,ON
A000000306,CATTLE,F000000004,01/01/1995,ON
A000000307,CATTLE,F000000004,01/01/1995,ON
A000000308,CATTLE,F000000004,01/01/1995,ON
A000000309,CATTLE,F000000004,01/01/1995,ON
A000000310,CATTLE,F000000004,01/01/1995,ON
A000000311,CATTLE,F000000004,01/01/1995,ON
A000000312,CATTLE,F000000004,01/01/1995,ON
A000000313,CATTLE,F000000004,01/01/1995,ON
A000000314,CATTLE,F000000004,01/01/1995,ON
A000000315,CATTLE,F000000004,01/01/1995,ON
A000000316,CATTLE,F000000004,01/01/1995,ON
A000000317,CATTLE,F000000004,01/01/1995,ON
A000000318,CATTLE,F000000004,01/01/1995,ON
A000000319,CATTLE,F000000004,01/01/1995,ON
A000000320,CATTLE,F000000004,01/01/1995,ON
A000000321,CATTLE,F000000004,01/01/1995,ON
A000000322,CATTLE,F000000004,01/01/1995,ON
A000000323,CATTLE,F000000004,01/01/1995,ON
A000000324,CATTLE,F000000004,01/01/1995,ON
A000000325,CATTLE,F000000004,01/01/1995,ON
A000000326,CATTLE,F000000004,01/01/1995,ON
A000000327,CATTLE,F000000004,01/01/1995,ON
A000000328,CATTLE,F000000004,01/01/1995,ON
A000000329,CATTLE,F000000004,01/01/1995,ON
A000000330,CATTLE,F000000004,01/01/1995,ON
A000000331,CATTLE,F000000004,01/01/1995,ON
A000000332,CATTLE,F000000004,01/01/1995,ON
A000000333,CATTLE,F000000004,01/01/1995,ON
A000000334,CATTLE,F000000004,01/01/1995,ON
A000000335,CATTLE,F000000004,01/01/1995,ON
A000000336,CATTLE,F000000004,01/01/1995,ON
A000000337,CATTLE,F000000004,01/01/1995,ON
A000000338,CATTLE,F000000004,01/01/1995,ON
A000000339,CATTLE,F000000004,01/01/1995,ON
A000000340,CATTLE,F000000004,01/01/1995,ON
A000000341,CATTLE,F000000004,01/01/1995,ON
A000000342,CATTLE,F000000004,01/01/1995,ON
A000000343,CATTLE,F000000004,01/01/1995,ON
A000000344,CATTLE,F000000004,01/01/1995,ON
A000000345,CATTLE,F000000004,01/01/1995,ON
A000000346,CATTLE,F000000004,01/01/1995,ON
A000000347,CATTLE,F000000004,01/01/1995,ON
A000000348,CATTLE,F000000004,01/01/1995,ON
A000000349,CATTLE,F000000004,01/01/1995,ON
A000000350,CATTLE,F000000004,01/01/1995,ON
A000000351,CATTLE,F000000004,01/01/1995,ON
A000000352,CATTLE,F000000004,01/01/1995,ON
A000000353,CATTLE,F000000004,01/01/1995,ON
A000000354,CATTLE,F000000004,01/01/1995,ON
A000000355,CATTLE,F000000004,01/01/1995,ON
A000000356,CATTLE,F000000004,01/01/1995,ON
A000000357,CATTLE,F000000004,01/01/1995,ON
A000000358,CATTLE,F000000004,01/01/1995,ON
A000000359,CATTLE,F000000004,01/01/1995,ON
A000000360,CATTLE,F000000004,01/01/1995,ON
A000000361,CATTLE,F000000004,01/01/1995,ON
A000000362,CATTLE,F000000004,01/01/1995,ON
A000000363,CATTLE,F000000004,01/01/1995,ON
A000000364,CATTLE,F000000004,01/01/1995,ON
A000000365,CATTLE,F000000004,01/01/1995,ON
A000000366,CATTLE,F000000004,01/01/1995,ON
A000000367,CATTLE,F000000004,01/01/1995,ON
A000000368,CATTLE,F000000004,01/01/1995,ON
A000000369,CATTLE,F000000004,01/01/1995,ON
A000000370,CATTLE,F000000004,01/01/1995,ON
A000000371,CATTLE,F000000004,01/01/1995,ON
A000000372,CATTLE,F000000004,01/01/1995,ON
A000000373,CATTLE,F000000004,01/01/1995,ON
A000000374,CATTLE,F000000004,01/01/1995,ON
A000000375,CATTLE,F000000004,01/01/1995,ON
A000000376,CATTLE,F000000004,01/01/1995,ON
A000000377,CATTLE,F000000004,01/01/1995,ON
A000000378,CATTLE,F000000004,01/01/1995,ON
A000000379,CATTLE,F000000004,01/01/1995,ON
A000000380,CATTLE,F000000004,01/01/1995,ON
A000000381,CATTLE,F000000004,01/01/1995,ON
A000000382,CATTLE,F000000004,01/01/1995,ON
A000000383,CATTLE,F000000004,01/01/1995,ON
A000000384,CATTLE,F000000004,01/01/1995,ON
A000000385,CATTLE,F000000004,01/01/1995,ON
A000000386,CATTLE,F000000004,01/01/1995,ON
A000000387,CATTLE,F000000004,01/01/1995,ON
A000000388,CATTLE,F000000004,01/01/1995,ON
A000000389,CATTLE,F000000004,01/01/1995,ON
A000000390,CATTLE,F000000004,01/01/1995,ON
A000000391,CATTLE,F000000004,01/01/1995,ON
A000000392,CATTLE,F000000004,01/01/1995,ON
A000000393,CATTLE,F000000004,01/01/1995,ON
A000000394,CATTLE,F000000004,01/01/1995,ON
A000000395,CATTLE,F000000004,01/01/1995,ON
A000000396,CATTLE,F000000004,01/01/1995,ON
A000000397,CATTLE,F000000004,01/01/1995,ON
A000000398,CATTLE,F000000004,01/01/1995,ON
A000000399,CATTLE,F000000004,01/01/1995,ON
A000000400,CATTLE,F000000004,01/01/1995,ON
A000000401,CATTLE,F000000005,01/01/1995,ON
A000000402,CATTLE,F000000005,01/01/1995,ON
A000000403,CATTLE,F000000005,01/01/1995,ON
A000000404,CATTLE,F000000005,01/01/1995,ON
A000000405,CATTLE,F000000005,01/01/1995,ON
A000000406,CATTLE,F000000005,01/01/1995,ON
A000000407,CATTLE,F000000005,01/01/1995,ON
A000000408,CATTLE,F000000005,01/01/1995,ON
A000000409,CATTLE,F000000005,01/01/1995,ON
A000000410,CATTLE,F000000005,01/01/1995,ON
A000000411,CATTLE,F000000005,01/01/1995,ON
A000000412,CATTLE,F000000005,01/01/1995,ON
A000000413,CATTLE,F000000005,01/01/1995,ON
A000000414,CATTLE,F000000005,01/01/1995,ON
A000000415,CATTLE,F000000005,01/01/1995,ON
A000000416,CATTLE,F000000005,01/01/1995,ON
A000000417,CATTLE,F000000005,01/01/1995,ON
A000000418,CATTLE,F000000005,01/01/1995,ON
A000000419,CATTLE,F000000005,01/01/1995,ON
A000000420,CATTLE,F000000005,01/01/1995,ON
A000000421,CATTLE,F000000005,01/01/1995,ON
A000000422,CATTLE,F000000005,01/01/1995,ON
A000000423,CATTLE,F000000005,01/01/1995,ON
A000000424,CATTLE,F000000005,01/01/1995,ON
A000000425,CATTLE,F000000005,01/01/1995,ON
A000000426,CATTLE,F000000005,01/01/1995,ON
A000000427,CATTLE,F000000005,01/01/1995,ON
A000000428,CATTLE,F000000005,01/01/1995,ON
A000000429,CATTLE,F000000005,01/01/1995,ON
A000000430,CATTLE,F000000005,01/01/1995,ON
A000000431,CATTLE,F000000005,01/01/1995,ON
A000000432,CATTLE,F000000005,01/01/1995,ON
A000000433,CATTLE,F000000005,01/01/1995,ON
A000000434,CATTLE,F000000005,01/01/1995,ON
A000000435,CATTLE,F000000005,01/01/1995,ON
A000000436,CATTLE,F000000005,01/01/1995,ON
A000000437,CATTLE,F000000005,01/01/1995,ON
A000000438,CATTLE,F000000005,01/01/1995,ON
A000000439,CATTLE,F000000005,01/01/1995,ON
A000000440,CATTLE,F000000005,01/01/1995,ON
A000000441,CATTLE,F000000005,01/01/1995,ON
A000000442,CATTLE,F000000005,01/01/1995,ON
A000000443,CATTLE,F000000005,01/01/1995,ON
A000000444,CATTLE,F000000005,01/01/1995,ON
A000000445,CATTLE,F000000005,01/01/1995,ON
A000000446,CATTLE,F000000005,01/01/1995,ON
A000000447,CATTLE,F000000005,01/01/1995,ON
A000000448,CATTLE,F000000005,01/01/1995,ON
A000000449,CATTLE,F000000005,01/01/1995,ON
A000000450,CATTLE,F000000005,01/01/1995,ON
A000000451,CATTLE,F000000005,01/01/1995,ON
A000000452,CATTLE,F000000005,01/01/1995,ON
A000000453,CATTLE,F000000005,01/01/1995,ON
A000000454,CATTLE,F000000005,01/01/1995,ON
A000000455,CATTLE,F000000005,01/01/1995,ON
A000000456,CATTLE,F000000005,01/01/1995,ON
A000000457,CATTLE,F000000005,01/01/1995,ON
A000000458,CATTLE,F000000005,01/01/1995,ON
A000000459,CATTLE,F000000005,01/01/1995,ON
A000000460,CATTLE,F000000005,01/01/1995,ON
A000000461,CATTLE,F000000005,01/01/1995,ON
A000000462,CATTLE,F000000005,01/01/1995,ON
A000000463,CATTLE,F000000005,01/01/1995,ON
A000000464,CATTLE,F000000005,01/01/1995,ON
A000000465,CATTLE,F000000005,01/01/1995,ON
A000000466,CATTLE,F000000005,01/01/1995,ON
A000000467,CATTLE,F000000005,01/01/1995,ON
A000000468,CATTLE,F000000005,01/01/1995,ON
A000000469,CATTLE,F000000005,01/01/1995,ON
A000000470,CATTLE,F000000005,01/01/1995,ON
A000000471,CATTLE,F000000005,01/01/1995,ON
A000000472,CATTLE,F000000005,01/01/1995,ON
A000000473,CATTLE,F000000005,01/01/1995,ON
A000000474,CATTLE,F000000005,01/01/1995,ON
A000000475,CATTLE,F000000005,01/01/1995,ON
A000000476,CATTLE,F000000005,01/01/1995,ON
A000000477,CATTLE,F000000005,01/01/1995,ON
A000000478,CATTLE,F000000005,01/01/1995,ON
A000000479,CATTLE,F000000005,01/01/1995,ON
A000000480,CATTLE,F000000005,01/01/1995,ON
A000000481,CATTLE,F000000005,01/01/1995,ON
A000000482,CATTLE,F000000005,01/01/1995,ON
A000000483,CATTLE,F000000005,01/01/1995,ON
A000000484,CATTLE,F000000005,01/01/1995,ON
A000000485,CATTLE,F000000005,01/01/1995,ON
A000000486,CATTLE,F000000005,01/01/1995,ON
A000000487,CATTLE,F000000005,01/01/1995,ON
A000000488,CATTLE,F000000005,01/01/1995,ON
A000000489,CATTLE,F000000005,01/01/1995,ON
A000000490,CATTLE,F000000005,01/01/1995,ON
A000000491,CATTLE,F000000005,01/01/1995,ON
A000000492,CATTLE,F000000005,01/01/1995,ON
A000000493,CATTLE,F000000005,01/01/1995,ON
A000000494,CATTLE,F000000005,01/01/1995,ON
A000000495,CATTLE,F000000005,01/01/1995,ON
A000000496,CATTLE,F000000005,01/01/1995,ON
A000000497,CATTLE,F000000005,01/01/1995,ON
A000000498,CATTLE,F000000005,01/01/1995,ON
A000000499,CATTLE,F000000005,01/01/1995,ON
A000000500,CATTLE,F000000005,01/01/1995,ON
A000000501,CATTLE,F000000006,01/01/1995,ON
A000000502,CATTLE,F000000006,01/01/1995,ON
A000000503,CATTLE,F000000006,01/01/1995,ON
A000000504,CATTLE,F000000006,01/01/1995,ON
A000000505,CATTLE,F000000006,01/01/1995,ON
A000000506,CATTLE,F000000006,01/01/1995,ON
A000000507,CATTLE,F000000006,01/01/1995,ON
A000000508,CATTLE,F000000006,01/01/1995,ON
A000000509,CATTLE,F000000006,01/01/1995,ON
A000000510,CATTLE,F000000006,01/01/1995,ON
A000000511,CATTLE,F000000006,01/01/1995,ON
A000000512,CATTLE,F000000006,01/01/1995,ON
A000000513,CATTLE,F000000006,01/01/1995,ON
A000000514,CATTLE,F000000006,01/01/1995,ON
A000000515,CATTLE,F000000006,01/01/1995,ON
A000000516,CATTLE,F000000006,01/01/1995,ON
A000000517,CATTLE,F000000006,01/01/1995,ON
A000000518,CATTLE,F000000006,01/01/1995,ON
A000000519,CATTLE,F000000006,01/01/1995,ON
A000000520,CATTLE,F000000006,01/01/1995,ON
A000000521,CATTLE,F000000006,01/01/1995,ON
A000000522,CATTLE,F000000006,01/01/1995,ON
A000000523,CATTLE,F000000006,01/01/1995,ON
A000000524,CATTLE,F000000006,01/01/1995,ON
A000000525,CATTLE,F000000006,01/01/1995,ON
A000000526,CATTLE,F000000006,01/01/1995,ON
A000000527,CATTLE,F000000006,01/01/1995,ON
A000000528,CATTLE,F000000006,01/01/1995,ON
A000000529,CATTLE,F000000006,01/01/1995,ON
A000000530,CATTLE,F000000006,01/01/1995,ON
A000000531,CATTLE,F000000006,01/01/1995,ON
A000000532,CATTLE,F000000006,01/01/1995,ON
A000000533,CATTLE,F000000006,01/01/1995,ON
A000000534,CATTLE,F000000006,01/01/1995,ON
A000000535,CATTLE,F000000006,01/01/1995,ON
A000000536,CATTLE,F000000006,01/01/1995,ON
A000000537,CATTLE,F000000006,01/01/1995,ON
A000000538,CATTLE,F000000006,01/01/1995,ON
